,mall_name,mall_country,mall_id,total_mall_area,store_name,store_id,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m
28,mall_0,Germany Third Parties,0,80523.0,store_28,28,01/11/1999,,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,786346.0,1074980.0,504.0,-18031.0,15397.0,6229.0,6509.0,2503.0,11235.0,32834.0
29,mall_0,Germany Third Parties,0,80523.0,store_29,29,01/05/1999,,Bags & Footwear & Accessories,Leath. Bags/Luggage,Luggage,9388296.0,1183996.0,314.0,-56004.0,42144.0,7630.0,6404.0,67910.0,2250.0,63378.0
30,mall_0,Germany Third Parties,0,80523.0,store_30,30,01/02/2003,,Fashion apparel,Family Fashion,Jeans,6507380.0,1196836.0,339.0,-96508.0,31742.0,12270.0,6250.0,74682.0,6671.0,94195.0
31,mall_0,Germany Third Parties,0,80523.0,store_31,31,01/06/2000,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,5082763.0,371034.0,178.0,-18721.0,67186.0,4515.0,7419.0,50659.0,8426.0,707.0
32,mall_0,Germany Third Parties,0,80523.0,store_32,32,01/06/2001,,Food & Beverage Services,Fast Meal,American & Burgers,4875243.0,174222.0,456.0,-121602.0,45159.0,2216.0,6928.0,80041.0,2358.0,72823.0
33,mall_0,Germany Third Parties,0,80523.0,store_33,33,01/11/1986,,Services,Multiservices shops,Multiservices shops,1432164.0,189812.0,484.0,-16026.0,22521.0,1424.0,12709.0,30258.0,13613.0,22984.0
34,mall_0,Germany Third Parties,0,80523.0,store_33,34,23/10/1990,28/01/2024,Services,Multiservices shops,Multiservices shops,9634584.0,297096.0,122.0,-94887.0,32490.0,7629.0,7750.0,47098.0,1481.0,45172.0
35,mall_0,Germany Third Parties,0,80523.0,store_34,35,22/09/2010,,Home,Furniture & Interior Design,Decoration accessories / Design,393804.0,880828.0,224.0,-45519.0,88532.0,9177.0,8184.0,42335.0,15154.0,12567.0
36,mall_0,Germany Third Parties,0,80523.0,store_35,36,28/10/2010,,Food & Beverage Services,Fast Meal,Fish & Seaproducts,6184645.0,1241244.0,7.0,-120536.0,33531.0,10567.0,13664.0,45004.0,15436.0,24036.0
37,mall_0,Germany Third Parties,0,80523.0,store_36,37,01/05/2009,,Fashion apparel,Women's Fashion,Women's Fashion,2658463.0,597243.0,278.0,-62245.0,50105.0,3812.0,2642.0,75615.0,7103.0,17129.0
38,mall_0,Germany Third Parties,0,80523.0,store_37,38,13/01/1997,28/05/2022,Fashion apparel,Women's Fashion,Women's Fashion,9957580.0,333382.0,99.0,-83079.0,94140.0,342.0,6170.0,2033.0,2856.0,80781.0
39,mall_0,Germany Third Parties,0,80523.0,store_38,39,23/10/1990,,Fashion apparel,Lingerie & Underwear,Women underwear,2153843.0,192633.0,440.0,-10911.0,23324.0,4493.0,3734.0,38989.0,16007.0,98961.0
40,mall_0,Germany Third Parties,0,80523.0,store_40,41,28/10/2010,,Fashion apparel,Family Fashion,Family Fashion,4710894.0,1274222.0,237.0,-92194.0,12688.0,3230.0,1838.0,61315.0,7883.0,57334.0
41,mall_0,Germany Third Parties,0,80523.0,store_41,42,01/05/1999,30/09/2024,Services,Multiservices shops,Multiservices shops,9822247.0,627126.0,152.0,-55897.0,82002.0,10056.0,14081.0,74101.0,16202.0,67970.0
42,mall_0,Germany Third Parties,0,80523.0,store_42,43,01/04/1990,,Services,Clothing-related services,Dry cleaning,2020287.0,222458.0,344.0,-46365.0,86318.0,10733.0,11676.0,65067.0,6025.0,56309.0
43,mall_0,Germany Third Parties,0,80523.0,store_43,44,01/10/2009,28/02/2022,Food & Beverage Services,Fast Meal,Local Kitchen,4250470.0,757486.0,13.0,-21560.0,39594.0,3163.0,3612.0,10956.0,7366.0,51535.0
44,mall_0,Germany Third Parties,0,80523.0,store_44,45,01/10/2006,,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,7439082.0,201640.0,283.0,-63550.0,76207.0,2854.0,3926.0,7494.0,14681.0,80850.0
45,mall_0,Germany Third Parties,0,80523.0,store_45,46,28/10/2010,27/02/2022,Bags & Footwear & Accessories,Footwear,Family footwear,3298259.0,1005062.0,218.0,-74706.0,11295.0,9323.0,12343.0,58346.0,5100.0,48197.0
46,mall_0,Germany Third Parties,0,80523.0,store_46,47,01/01/2008,,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,1917818.0,1034610.0,214.0,-104711.0,68956.0,8974.0,7461.0,45139.0,2724.0,74257.0
47,mall_0,Germany Third Parties,0,80523.0,store_47,48,28/10/2010,,Culture & Media & Technology,Electronics and household appliances,Multibrand electronics,8334663.0,920996.0,223.0,-76953.0,87193.0,3365.0,6143.0,31361.0,1034.0,96075.0
48,mall_0,Germany Third Parties,0,80523.0,store_48,49,01/11/2009,24/04/2022,Food & Beverage Services,Gourmet Food Products,Chocolate,6813692.0,187833.0,156.0,-69380.0,10049.0,806.0,8106.0,10417.0,7055.0,24639.0
49,mall_0,Germany Third Parties,0,80523.0,store_49,50,01/05/2009,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,9142654.0,1045358.0,237.0,-91016.0,46887.0,1827.0,7591.0,45311.0,686.0,91257.0
50,mall_0,Germany Third Parties,0,80523.0,store_50,51,01/01/2009,,Jewellery,Jewellery & Watches,Watches,701855.0,1153416.0,42.0,-105741.0,3488.0,7325.0,9362.0,40917.0,14471.0,15063.0
51,mall_0,Germany Third Parties,0,80523.0,store_51,52,01/03/1999,,Fashion apparel,Women's Fashion,Women's Fashion,9609395.0,1183117.0,308.0,-41423.0,30751.0,1106.0,5977.0,37733.0,5159.0,31196.0
52,mall_0,Germany Third Parties,0,80523.0,store_52,53,28/10/2010,,Food & Beverage Services,Fast Meal,Cafeterias,6947932.0,1177324.0,93.0,-99811.0,18756.0,12650.0,14376.0,82980.0,16290.0,112186.0
53,mall_0,Germany Third Parties,0,80523.0,store_53,54,01/08/1995,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Coffee beans & capsules,3366887.0,685650.0,419.0,-116261.0,40560.0,9159.0,10487.0,64455.0,5093.0,69149.0
54,mall_0,Germany Third Parties,0,80523.0,store_0,55,01/02/2010,29/03/2021,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,8849105.0,587601.0,151.0,-37692.0,22365.0,8407.0,13249.0,30528.0,715.0,3789.0
55,mall_0,Germany Third Parties,0,80523.0,store_54,56,15/09/2010,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,4890786.0,457951.0,62.0,-74609.0,54002.0,687.0,10663.0,79225.0,8266.0,69367.0
56,mall_0,Germany Third Parties,0,80523.0,store_55,57,01/08/2009,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",10003955.0,600600.0,200.0,-89322.0,8764.0,7343.0,13156.0,64629.0,12172.0,71337.0
57,mall_0,Germany Third Parties,0,80523.0,store_56,58,01/06/2010,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",2841376.0,305970.0,345.0,-58363.0,76870.0,12489.0,9569.0,41526.0,8690.0,11783.0
58,mall_0,Germany Third Parties,0,80523.0,store_57,59,28/10/2010,29/04/2023,Services,Imaterial services,Travel Agency,368743.0,940619.0,193.0,-51600.0,15988.0,1849.0,1356.0,13209.0,9723.0,59846.0
59,mall_0,Germany Third Parties,0,80523.0,store_58,60,01/11/1975,,Services,Imaterial services,Travel Agency,5724297.0,1097918.0,312.0,-3529.0,13139.0,7932.0,9070.0,55976.0,4808.0,75197.0
60,mall_0,Germany Third Parties,0,80523.0,store_59,61,01/09/2000,,Home,Furniture & Interior Design,Tableware and kitchen tools,9038528.0,145615.0,493.0,-88635.0,33753.0,428.0,1446.0,40267.0,12167.0,31191.0
61,mall_0,Germany Third Parties,0,80523.0,store_60,62,01/01/2008,20/03/2021,Health & Beauty,Optician,Optician & Sunglasses,4645225.0,299010.0,474.0,-36312.0,82071.0,9270.0,13534.0,4952.0,5907.0,122684.0
62,mall_0,Germany Third Parties,0,80523.0,store_61,63,28/10/2010,31/07/2022,Health & Beauty,Hair & Body,Hairdressers,9497739.0,1168025.0,106.0,-55535.0,36947.0,11279.0,12637.0,71462.0,458.0,106471.0
63,mall_0,Germany Third Parties,0,80523.0,store_62,64,28/10/2010,20/09/2023,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,7388870.0,81700.0,112.0,-17423.0,74975.0,3155.0,14565.0,37070.0,3703.0,102982.0
64,mall_0,Germany Third Parties,0,80523.0,store_63,65,28/10/2010,05/02/2023,Fashion apparel,Family Fashion,Family Fashion,565812.0,861727.0,62.0,-41806.0,39062.0,4265.0,1768.0,27753.0,15632.0,26501.0
65,mall_0,Germany Third Parties,0,80523.0,store_64,66,01/11/1975,24/12/2020,Bags & Footwear & Accessories,Footwear,Family footwear,6143045.0,1310107.0,196.0,-122406.0,99442.0,6277.0,15004.0,81576.0,7055.0,63491.0
66,mall_0,Germany Third Parties,0,80523.0,store_65,67,01/11/2010,31/10/2020,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,948063.0,579531.0,193.0,-47787.0,81633.0,9429.0,13556.0,73847.0,1572.0,18048.0
67,mall_0,Germany Third Parties,0,80523.0,store_66,68,10/03/2011,,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,9539924.0,1293208.0,203.0,-89286.0,6281.0,6645.0,9358.0,69297.0,4511.0,1290.0
68,mall_0,Germany Third Parties,0,80523.0,store_67,69,03/03/2011,24/06/2021,Fashion apparel,Women's Fashion,Women's Fashion,2206656.0,346858.0,262.0,-69739.0,18598.0,4141.0,7667.0,22720.0,14786.0,90090.0
69,mall_0,Germany Third Parties,0,80523.0,store_68,70,21/03/2011,31/03/2024,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,1869961.0,939341.0,368.0,-58074.0,30298.0,1199.0,11296.0,56762.0,9873.0,80262.0
70,mall_0,Germany Third Parties,0,80523.0,store_69,71,05/03/2011,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,9183423.0,554892.0,258.0,-90965.0,66825.0,2669.0,15515.0,84095.0,7116.0,88527.0
71,mall_0,Germany Third Parties,0,80523.0,store_70,72,11/05/2011,07/04/2021,Food & Beverage Services,Gourmet Food Products,Bio and vegetarian,9443549.0,1067060.0,261.0,-67138.0,25404.0,9956.0,2850.0,20200.0,4707.0,40611.0
72,mall_0,Germany Third Parties,0,80523.0,store_71,73,26/05/2011,25/12/2020,Fashion apparel,Women's Fashion,Women's Fashion,8183684.0,413857.0,325.0,-58541.0,52507.0,1403.0,2669.0,83130.0,8443.0,11323.0
73,mall_0,Germany Third Parties,0,80523.0,store_72,74,01/06/2011,,Health & Beauty,Pharmacy,Pharmacy,6823914.0,807295.0,199.0,-107243.0,19873.0,3598.0,11690.0,11524.0,4999.0,111930.0
74,mall_0,Germany Third Parties,0,80523.0,store_38,75,26/08/2011,,Fashion apparel,Lingerie & Underwear,Women underwear,3390211.0,869719.0,393.0,-71097.0,84487.0,9679.0,13751.0,61095.0,9318.0,11795.0
75,mall_0,Germany Third Parties,0,80523.0,store_73,76,07/09/2011,,Services,Car services,Car wash,1351317.0,934868.0,343.0,-36165.0,58611.0,645.0,5595.0,22659.0,954.0,3864.0
76,mall_0,Germany Third Parties,0,80523.0,store_74,77,04/11/2011,,Fashion apparel,Lingerie & Underwear,Women underwear,2956349.0,389120.0,287.0,-22631.0,47254.0,5180.0,8055.0,27015.0,1019.0,10525.0
77,mall_0,Germany Third Parties,0,80523.0,store_75,78,24/11/2011,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2804990.0,1110487.0,321.0,-121328.0,88698.0,9582.0,9551.0,79598.0,15074.0,109038.0
78,mall_0,Germany Third Parties,0,80523.0,store_76,79,01/03/2012,29/10/2023,Food & Beverage Services,Fast Meal,Asian - Fast Meal,3512008.0,530454.0,480.0,-9910.0,19730.0,12032.0,7179.0,46738.0,8317.0,13634.0
79,mall_0,Germany Third Parties,0,80523.0,store_77,80,25/06/2012,,Gifts,Florists,Florists,3947071.0,110236.0,255.0,-58348.0,43596.0,799.0,8995.0,60884.0,3313.0,51404.0
80,mall_0,Germany Third Parties,0,80523.0,store_78,81,02/07/2012,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",5113358.0,237998.0,436.0,-3320.0,62061.0,7784.0,4913.0,76503.0,2817.0,44539.0
81,mall_0,Germany Third Parties,0,80523.0,store_79,82,02/07/2012,,Food Stores & Mass Merchandise,Supermarkets,Supermarkets,5791935.0,1231225.0,117.0,-101833.0,18610.0,2881.0,1626.0,36544.0,14796.0,60191.0
82,mall_0,Germany Third Parties,0,80523.0,store_80,83,10/08/2012,13/11/2022,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,4820041.0,46153.0,489.0,-80205.0,59174.0,6843.0,9797.0,77734.0,6965.0,75194.0
83,mall_0,Germany Third Parties,0,80523.0,store_81,84,17/08/2012,,Fashion apparel,Women's Fashion,Women's Fashion,2058108.0,938433.0,289.0,-44978.0,16636.0,10851.0,12058.0,80380.0,13713.0,118855.0
84,mall_0,Germany Third Parties,0,80523.0,store_82,85,20/09/2012,16/09/2021,Gifts,Themed Gift,Themed gift,4661533.0,515413.0,332.0,-17614.0,19750.0,9417.0,5551.0,42568.0,9566.0,57236.0
85,mall_0,Germany Third Parties,0,80523.0,store_83,86,01/10/2012,25/09/2022,Fashion apparel,Men's Fashion,Men's Fashion,1356632.0,565210.0,471.0,-59609.0,80714.0,3101.0,7808.0,75846.0,16291.0,30810.0
86,mall_0,Germany Third Parties,0,80523.0,store_84,87,22/10/2012,28/05/2023,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,9897476.0,500865.0,173.0,-106464.0,74087.0,12614.0,4008.0,30230.0,5048.0,19430.0
87,mall_0,Germany Third Parties,0,80523.0,store_85,88,18/10/2012,,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,6015391.0,988969.0,439.0,-99863.0,99775.0,4587.0,8012.0,73194.0,3553.0,112796.0
88,mall_0,Germany Third Parties,0,80523.0,store_52,89,27/10/2012,,Food & Beverage Services,Fast Meal,Cafeterias,7859827.0,1300522.0,306.0,-100456.0,78187.0,13584.0,1595.0,5716.0,338.0,54643.0
89,mall_0,Germany Third Parties,0,80523.0,store_86,90,01/10/2012,01/01/2024,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,1446450.0,421766.0,510.0,-34511.0,21488.0,7696.0,1621.0,76984.0,11595.0,5791.0
90,mall_0,Germany Third Parties,0,80523.0,store_87,91,01/11/2012,02/06/2021,Food & Beverage Services,Fast Meal,Sandwiches,2021679.0,1054763.0,216.0,-61965.0,54223.0,13684.0,4423.0,70655.0,6297.0,119562.0
91,mall_0,Germany Third Parties,0,80523.0,store_88,92,22/10/2012,26/08/2022,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,9736459.0,194037.0,8.0,-112266.0,68141.0,10554.0,3693.0,24481.0,16296.0,93127.0
92,mall_0,Germany Third Parties,0,80523.0,store_89,93,01/12/2012,23/02/2021,Food & Beverage Services,Gourmet Food Products,Chocolate,4662629.0,910297.0,142.0,-17840.0,80735.0,11410.0,15193.0,77819.0,6240.0,114670.0
93,mall_0,Germany Third Parties,0,80523.0,store_90,94,01/02/2013,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,6733274.0,864721.0,498.0,-38168.0,52439.0,6366.0,15116.0,72227.0,15771.0,34089.0
94,mall_0,Germany Third Parties,0,80523.0,store_91,95,01/03/2013,,Services,Imaterial services,Others Immaterial services,817670.0,1131928.0,35.0,-63469.0,76331.0,7684.0,5303.0,50338.0,14884.0,54268.0
95,mall_0,Germany Third Parties,0,80523.0,store_92,96,19/03/2013,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,6451761.0,698482.0,64.0,-65866.0,42997.0,4358.0,4609.0,42074.0,4821.0,60444.0
96,mall_0,Germany Third Parties,0,80523.0,store_93,97,01/06/2013,,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,3339494.0,56299.0,176.0,-45661.0,22414.0,12352.0,7166.0,79446.0,13676.0,60822.0
97,mall_0,Germany Third Parties,0,80523.0,store_16,98,20/06/2013,,Food & Beverage Services,Sweet moments,Juices,9998451.0,421258.0,463.0,-32371.0,51849.0,2609.0,15434.0,42049.0,1661.0,12124.0
98,mall_0,Germany Third Parties,0,80523.0,store_95,100,08/06/2013,,Food & Beverage Services,Gourmet Food Products,Gourmet General Grocery,2047705.0,133960.0,150.0,-67235.0,60220.0,7462.0,7669.0,8582.0,12524.0,107776.0
99,mall_0,Germany Third Parties,0,80523.0,store_96,101,13/06/2013,,Fashion apparel,Family Fashion,Family Fashion,1679028.0,738104.0,193.0,-12841.0,39806.0,4207.0,9082.0,59851.0,10959.0,110823.0
100,mall_0,Germany Third Parties,0,80523.0,store_97,102,01/08/2013,,Bags & Footwear & Accessories,Footwear,Family footwear,2487842.0,560916.0,430.0,-117320.0,91263.0,3054.0,10820.0,54539.0,2283.0,111675.0
101,mall_0,Germany Third Parties,0,80523.0,store_98,103,23/08/2013,,Fashion apparel,Family Fashion,Family Fashion,560096.0,411558.0,322.0,-14912.0,65858.0,6139.0,2555.0,32126.0,14590.0,121500.0
102,mall_0,Germany Third Parties,0,80523.0,store_99,104,01/08/2013,,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,1844048.0,954968.0,267.0,-57134.0,30775.0,1247.0,4119.0,8557.0,11283.0,48185.0
103,mall_0,Germany Third Parties,0,80523.0,store_99,105,01/08/2013,27/03/2022,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,9637256.0,437802.0,453.0,-8264.0,94546.0,13919.0,14153.0,60060.0,16102.0,78765.0
104,mall_0,Germany Third Parties,0,80523.0,store_100,106,05/09/2013,,Fashion apparel,Women's Fashion,Women's Fashion,8298693.0,1043676.0,449.0,-4829.0,27521.0,7867.0,7477.0,45434.0,6495.0,20749.0
105,mall_0,Germany Third Parties,0,80523.0,store_101,107,18/10/2013,,Gifts,Toys,Toys,9778724.0,1025414.0,299.0,-90163.0,73075.0,5182.0,5885.0,50305.0,6822.0,40076.0
106,mall_0,Germany Third Parties,0,80523.0,store_102,108,01/11/2013,01/07/2023,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,2137462.0,771188.0,420.0,-65775.0,97225.0,12316.0,6684.0,41978.0,10378.0,51902.0
107,mall_0,Germany Third Parties,0,80523.0,store_103,109,01/01/2014,,Food Stores & Mass Merchandise,Supermarkets,Supermarkets,4550693.0,504479.0,105.0,-12615.0,74931.0,935.0,12866.0,47110.0,1799.0,21799.0
108,mall_0,Germany Third Parties,0,80523.0,store_104,110,01/04/2014,,Sport,Sport Clothes & Equipment,Sport general store,1347402.0,320197.0,207.0,-62268.0,9202.0,5058.0,9467.0,77785.0,9464.0,36903.0
109,mall_0,Germany Third Parties,0,80523.0,store_105,111,01/04/2014,22/09/2024,Fashion apparel,Family Fashion,Family Fashion,7334750.0,711479.0,20.0,-81214.0,51868.0,4107.0,15214.0,82953.0,5583.0,36663.0
110,mall_0,Germany Third Parties,0,80523.0,store_106,112,14/04/2014,23/12/2020,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",5569319.0,74615.0,459.0,-115991.0,5698.0,12578.0,12152.0,17931.0,4242.0,22232.0
111,mall_0,Germany Third Parties,0,80523.0,store_107,113,26/06/2014,20/03/2021,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,2695168.0,821952.0,53.0,-61829.0,85024.0,13945.0,3074.0,41473.0,9548.0,56001.0
112,mall_0,Germany Third Parties,0,80523.0,store_108,114,17/05/2014,28/02/2023,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",4633436.0,1241386.0,116.0,-53788.0,82910.0,8754.0,3389.0,55045.0,15272.0,111651.0
113,mall_0,Germany Third Parties,0,80523.0,store_109,115,08/08/2014,,Bags & Footwear & Accessories,Footwear,Family footwear,9212083.0,44752.0,210.0,-53686.0,52162.0,9997.0,12612.0,34308.0,11483.0,69235.0
114,mall_0,Germany Third Parties,0,80523.0,store_110,116,22/09/2014,03/04/2023,Food & Beverage Services,Fast Meal,American & Burgers,2363280.0,665749.0,344.0,-101918.0,23468.0,562.0,11733.0,79548.0,9046.0,51960.0
115,mall_0,Germany Third Parties,0,80523.0,store_111,117,19/07/2014,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,10023454.0,667192.0,380.0,-69417.0,92867.0,13095.0,5569.0,76211.0,15821.0,113884.0
